ano,sigla_uf,sexo,faixa_etaria,media_aposentadoria_pensao,media_pensao_alimenticia,media_programas_sociais,media_outros_rendimentos,total_respondentes
2016,ES,Masculino,Outras idades / Não mapeado,1.98,2.0,2.0,1.95,121
2016,ES,Feminino,Outras idades / Não mapeado,2.0,2.0,1.99,1.95,142
2016,ES,Feminino,Outras idades / Não mapeado,1.99,1.99,2.0,1.97,150
2016,ES,Masculino,Outras idades / Não mapeado,1.93,2.0,2.0,1.97,30
2016,ES,Masculino,Outras idades / Não mapeado,1.98,1.99,2.0,1.96,100
2016,ES,Masculino,Outras idades / Não mapeado,2.0,2.0,1.97,2.0,150
2016,ES,Feminino,15 a 29 anos,2.0,2.0,2.0,2.0,114
2016,ES,Masculino,45 a 59 anos,1.99,1.99,1.99,2.0,178
2016,MS,Feminino,Outras idades / Não mapeado,2.0,1.96,1.99,1.97,163
2016,MS,Masculino,Outras idades / Não mapeado,1.97,2.0,2.0,1.96,92
2016,MS,Feminino,Outras idades / Não mapeado,1.83,1.99,2.0,1.93,71
2016,MS,Masculino,Outras idades / Não mapeado,1.88,2.0,2.0,1.88,26
2016,MS,Masculino,Outras idades / Não mapeado,1.97,1.99,1.97,1.95,137
2016,MS,Feminino,30 a 44 anos,1.99,2.0,2.0,2.0,136
2016,MS,Feminino,Outras idades / Não mapeado,1.92,2.0,2.0,1.97,37
2016,MS,Feminino,0 a 14 anos,1.99,2.0,2.0,2.0,123
2016,MS,Feminino,Outras idades / Não mapeado,1.9,1.97,2.0,1.95,39
2016,MT,Feminino,Outras idades / Não mapeado,1.99,2.0,1.99,1.95,153
2016,MT,Feminino,60 anos ou mais,1.99,2.0,2.0,2.0,268
2016,MT,Masculino,Outras idades / Não mapeado,1.98,2.0,2.0,1.94,96
2016,MT,Masculino,0 a 14 anos,2.0,2.0,2.0,2.0,212
2016,MT,Masculino,Outras idades / Não mapeado,1.98,2.0,1.98,1.96,238
2016,MT,Masculino,60 anos ou mais,1.99,2.0,1.98,2.0,225
2016,MT,Feminino,Outras idades / Não mapeado,1.98,2.0,1.99,1.98,185
2016,MT,Feminino,45 a 59 anos,2.0,2.0,2.0,2.0,298
2016,MT,Masculino,Outras idades / Não mapeado,1.99,2.0,1.99,1.97,245
2016,MT,Feminino,Outras idades / Não mapeado,1.93,2.0,2.0,1.95,61
2016,MT,Masculino,Outras idades / Não mapeado,1.79,2.0,2.0,1.94,34
2016,GO,Masculino,Outras idades / Não mapeado,1.95,2.0,2.0,1.89,19
2016,GO,Masculino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,12
2016,GO,Feminino,Outras idades / Não mapeado,1.97,1.95,2.0,1.95,37
2016,GO,Masculino,Outras idades / Não mapeado,1.99,2.0,2.0,1.96,67
2016,GO,Feminino,Outras idades / Não mapeado,1.96,2.0,2.0,2.0,24
2016,GO,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,1.95,60
2016,GO,Feminino,45 a 59 anos,2.0,2.0,2.0,2.0,63
2016,GO,Masculino,0 a 14 anos,1.98,2.0,2.0,2.0,55
2016,GO,Masculino,Outras idades / Não mapeado,2.0,2.0,1.97,1.98,64
2016,GO,Masculino,60 anos ou mais,2.0,2.0,1.95,1.98,55
2016,GO,Feminino,60 anos ou mais,2.0,2.0,1.99,2.0,70
2016,DF,Masculino,Outras idades / Não mapeado,1.96,2.0,2.0,1.89,70
2016,DF,Masculino,Outras idades / Não mapeado,1.99,2.0,1.99,1.95,266
2016,DF,Masculino,Outras idades / Não mapeado,1.99,2.0,1.99,1.93,170
2016,DF,Feminino,Outras idades / Não mapeado,1.99,2.0,1.99,1.98,315
2016,DF,Feminino,Outras idades / Não mapeado,2.0,1.99,1.99,1.96,377
2016,DF,Masculino,Outras idades / Não mapeado,2.0,2.0,1.99,1.99,322
2016,DF,Feminino,15 a 29 anos,2.0,2.0,2.0,2.0,255
2016,DF,Masculino,45 a 59 anos,1.99,1.99,2.0,2.0,390
2018,AC,Masculino,Outras idades / Não mapeado,1.98,1.98,2.0,1.95,115
2018,AC,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,1.96,46
2018,AC,Feminino,Outras idades / Não mapeado,1.99,2.0,1.99,1.99,259
2018,AC,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,245
2018,AC,Feminino,30 a 44 anos,2.0,2.0,2.0,2.0,239
2018,AC,Feminino,Outras idades / Não mapeado,1.96,2.0,2.0,1.96,96
2018,AC,Masculino,Outras idades / Não mapeado,1.98,1.99,2.0,1.95,168
2018,AC,Masculino,Outras idades / Não mapeado,1.97,1.97,2.0,1.97,39
2018,AC,Feminino,Outras idades / Não mapeado,1.98,1.98,2.0,1.98,42
2018,AM,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,1.97,245
2018,AM,Feminino,Outras idades / Não mapeado,1.99,1.99,1.99,2.0,342
2018,AM,Masculino,15 a 29 anos,2.0,2.0,2.0,2.0,427
2018,AM,Masculino,Outras idades / Não mapeado,1.98,1.99,1.98,1.99,336
2018,AM,Masculino,30 a 44 anos,1.99,2.0,2.0,2.0,392
2018,AM,Feminino,Outras idades / Não mapeado,1.94,1.98,2.0,1.97,156
2018,AP,Feminino,Outras idades / Não mapeado,1.98,2.0,2.0,1.98,93
2018,AP,Masculino,30 a 44 anos,2.0,1.99,2.0,2.0,164
2018,AP,Masculino,Outras idades / Não mapeado,1.99,2.0,1.98,1.99,131
2018,AP,Feminino,Outras idades / Não mapeado,2.0,1.99,2.0,2.0,172
2018,AP,Feminino,Outras idades / Não mapeado,1.95,2.0,2.0,1.95,62
2018,AP,Masculino,15 a 29 anos,1.99,2.0,2.0,2.0,162
2018,AL,Masculino,Outras idades / Não mapeado,1.95,2.0,1.99,1.97,138
2018,AL,Feminino,Outras idades / Não mapeado,1.98,2.0,2.0,1.99,203
2018,AL,Masculino,Outras idades / Não mapeado,1.96,2.0,2.0,1.98,49
2018,AL,Feminino,Outras idades / Não mapeado,1.91,2.0,2.0,2.0,44
2018,AL,Feminino,Outras idades / Não mapeado,1.87,2.0,2.0,1.99,110
2018,AL,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,198
2018,AL,Masculino,Outras idades / Não mapeado,1.93,2.0,2.0,1.98,86
2018,AL,Feminino,Outras idades / Não mapeado,1.95,2.0,2.0,2.0,56
2018,AL,Feminino,30 a 44 anos,2.0,2.0,2.0,2.0,176
2018,BA,Masculino,Outras idades / Não mapeado,1.99,1.99,1.99,1.93,212
2018,BA,Masculino,Outras idades / Não mapeado,1.99,1.97,2.0,1.97,140
2018,BA,Feminino,Outras idades / Não mapeado,1.99,1.99,2.0,1.99,289
2018,BA,Feminino,Outras idades / Não mapeado,1.93,2.0,2.0,1.97,155
2018,BA,Feminino,30 a 44 anos,2.0,2.0,2.0,2.0,217
2018,BA,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,246
2018,BA,Feminino,Outras idades / Não mapeado,1.95,2.0,2.0,1.97,78
2018,BA,Feminino,Outras idades / Não mapeado,1.86,2.0,2.0,1.95,63
2018,BA,Masculino,Outras idades / Não mapeado,1.97,1.98,2.0,2.0,62
2018,TO,Feminino,Outras idades / Não mapeado,1.99,2.0,1.99,1.98,119
2018,TO,Masculino,Outras idades / Não mapeado,1.99,2.0,1.98,1.98,91
2018,TO,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,1.93,70
2018,TO,Masculino,30 a 44 anos,2.0,2.0,2.0,1.99,93
2018,TO,Masculino,15 a 29 anos,1.99,2.0,2.0,2.0,98
2018,TO,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,1.98,47
2018,SE,Feminino,Outras idades / Não mapeado,1.92,2.0,2.0,2.0,64
2018,SE,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,147
2018,SE,Feminino,Outras idades / Não mapeado,1.98,2.0,1.99,1.98,188
2018,SE,Masculino,Outras idades / Não mapeado,1.98,2.0,2.0,1.95,56
2018,SE,Masculino,Outras idades / Não mapeado,1.9,2.0,2.0,2.0,21
2018,SE,Masculino,Outras idades / Não mapeado,1.98,2.0,2.0,1.96,123
2018,SE,Feminino,Outras idades / Não mapeado,1.97,1.97,1.97,1.97,33
2018,SE,Feminino,30 a 44 anos,1.99,2.0,2.0,2.0,132
2018,SE,Feminino,Outras idades / Não mapeado,1.88,2.0,2.0,2.0,26
2018,SP,Masculino,45 a 59 anos,2.0,2.0,2.0,2.0,222
2018,SP,Masculino,Outras idades / Não mapeado,2.0,2.0,1.98,1.9,129
2018,SP,Masculino,Outras idades / Não mapeado,1.99,2.0,2.0,1.88,69
2018,SP,Feminino,Outras idades / Não mapeado,1.98,2.0,1.99,1.98,183
2018,SP,Masculino,Outras idades / Não mapeado,1.99,1.99,1.99,1.99,138
2018,SP,Feminino,Outras idades / Não mapeado,2.0,1.99,1.99,1.98,136
2018,SP,Feminino,15 a 29 anos,2.0,2.0,2.0,2.0,127
2018,SP,Masculino,Outras idades / Não mapeado,1.99,1.99,1.99,1.97,147
2018,SC,Feminino,Outras idades / Não mapeado,2.0,2.0,1.99,1.99,191
2018,SC,Masculino,15 a 29 anos,1.99,2.0,2.0,2.0,165
2018,SC,Masculino,Outras idades / Não mapeado,2.0,2.0,1.99,1.98,196
2018,SC,Feminino,Outras idades / Não mapeado,1.99,1.99,1.99,1.97,182
2018,SC,Feminino,Outras idades / Não mapeado,1.99,2.0,2.0,1.96,139
2018,SC,Masculino,30 a 44 anos,1.99,2.0,2.0,2.0,108
2018,RS,Masculino,Outras idades / Não mapeado,2.0,2.0,1.99,1.94,260
2018,RS,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,1.95,239
2018,RS,Feminino,Outras idades / Não mapeado,1.99,1.99,2.0,1.95,126
2018,RS,Masculino,Outras idades / Não mapeado,1.99,1.99,2.0,1.96,313
2018,RS,Feminino,Outras idades / Não mapeado,1.99,2.0,1.99,1.98,287
2018,RS,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,214
2018,RS,Feminino,Outras idades / Não mapeado,1.98,1.99,2.0,1.98,137
2018,RS,Masculino,Outras idades / Não mapeado,1.98,2.0,2.0,1.85,86
2018,RS,Feminino,30 a 44 anos,1.99,2.0,2.0,2.0,199
2018,MA,Feminino,Outras idades / Não mapeado,1.98,1.99,2.0,1.99,160
2018,MA,Masculino,Outras idades / Não mapeado,1.89,2.0,2.0,1.96,27
2018,MA,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,162
2018,MA,Masculino,Outras idades / Não mapeado,1.98,2.0,2.0,1.98,63
2018,MA,Feminino,Outras idades / Não mapeado,1.98,2.0,2.0,1.98,56
2018,MA,Masculino,Outras idades / Não mapeado,2.0,2.0,2.0,1.95,75
2018,MA,Feminino,30 a 44 anos,2.0,1.99,2.0,2.0,136
2018,MA,Feminino,Outras idades / Não mapeado,1.93,2.0,2.0,1.96,28
2018,MA,Feminino,Outras idades / Não mapeado,1.92,2.0,2.0,2.0,37
2018,CE,Masculino,Outras idades / Não mapeado,1.96,1.99,2.0,1.95,149
2018,CE,Feminino,Outras idades / Não mapeado,1.99,2.0,2.0,1.99,305
2018,CE,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,255
2018,CE,Masculino,Outras idades / Não mapeado,1.97,2.0,2.0,1.97,201
2018,CE,Feminino,Outras idades / Não mapeado,1.92,1.99,2.0,1.99,157
2018,CE,Feminino,30 a 44 anos,1.99,2.0,2.0,2.0,240
2018,CE,Feminino,Outras idades / Não mapeado,1.91,2.0,2.0,1.99,86
2018,CE,Feminino,Outras idades / Não mapeado,1.93,1.99,2.0,1.99,134
2018,CE,Masculino,Outras idades / Não mapeado,1.95,2.0,2.0,1.99,74
2018,MG,Feminino,15 a 29 anos,2.0,2.0,2.0,2.0,14
2018,MG,Masculino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,16
2018,MG,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,11
2018,MG,Masculino,Outras idades / Não mapeado,2.0,2.0,2.0,1.67,3
2018,MG,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,9
2018,MG,Masculino,45 a 59 anos,2.0,2.0,2.0,2.0,7
2018,MG,Masculino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,13
2018,MG,Masculino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,4
2018,ES,Feminino,Outras idades / Não mapeado,1.97,1.99,1.98,1.95,235
2018,ES,Feminino,Outras idades / Não mapeado,1.99,1.99,1.99,2.0,250
2018,ES,Feminino,Outras idades / Não mapeado,1.98,1.99,2.0,1.97,165
2018,ES,Masculino,Outras idades / Não mapeado,1.98,2.0,1.99,1.98,277
2018,ES,Masculino,15 a 29 anos,1.98,2.0,2.0,2.0,236
2018,ES,Masculino,30 a 44 anos,1.99,2.0,2.0,2.0,175
2018,MS,Feminino,Outras idades / Não mapeado,1.97,1.97,1.99,1.93,235
2018,MS,Masculino,0 a 14 anos,2.0,2.0,2.0,2.0,285
2018,MS,Masculino,60 anos ou mais,1.99,2.0,1.99,2.0,314
2018,MS,Feminino,45 a 59 anos,1.99,2.0,1.99,2.0,345
2018,MS,Masculino,Outras idades / Não mapeado,1.99,2.0,2.0,1.98,317
2018,MS,Feminino,Outras idades / Não mapeado,1.99,1.96,2.0,1.96,296
2018,MS,Feminino,60 anos ou mais,2.0,1.99,2.0,2.0,307
2018,MS,Masculino,Outras idades / Não mapeado,1.99,2.0,1.99,1.97,317
2018,MS,Feminino,Outras idades / Não mapeado,1.83,1.98,2.0,1.92,90
2018,MS,Masculino,Outras idades / Não mapeado,1.91,2.0,2.0,1.89,129
2018,MS,Masculino,Outras idades / Não mapeado,1.87,2.0,2.0,1.91,53
2018,GO,Feminino,Outras idades / Não mapeado,1.99,1.99,2.0,1.97,193
2018,GO,Masculino,Outras idades / Não mapeado,1.98,1.99,1.98,1.96,129
2018,GO,Feminino,15 a 29 anos,2.0,2.0,2.0,2.0,154
2018,GO,Feminino,Outras idades / Não mapeado,1.98,1.99,2.0,2.0,209
2018,GO,Masculino,Outras idades / Não mapeado,1.99,2.0,1.99,1.95,159
2018,GO,Masculino,Outras idades / Não mapeado,1.98,1.99,1.99,1.98,148
2018,GO,Masculino,45 a 59 anos,2.0,2.0,2.0,2.0,238
2018,GO,Masculino,Outras idades / Não mapeado,1.93,2.0,2.0,1.91,68
2018,DF,Masculino,15 a 29 anos,2.0,2.0,2.0,2.0,78
2018,DF,Feminino,Outras idades / Não mapeado,2.0,2.0,1.99,2.0,89
2018,DF,Masculino,30 a 44 anos,2.0,2.0,2.0,2.0,81
2018,DF,Feminino,Outras idades / Não mapeado,1.97,2.0,2.0,1.9,62
2018,DF,Masculino,Outras idades / Não mapeado,2.0,2.0,1.99,1.97,109
2018,DF,Feminino,Outras idades / Não mapeado,2.0,2.0,1.99,1.94,98
2018,PA,Feminino,60 anos ou mais,1.97,2.0,1.99,2.0,72
2018,PA,Masculino,0 a 14 anos,2.0,2.0,2.0,2.0,59
2018,PA,Feminino,Outras idades / Não mapeado,1.92,2.0,2.0,1.92,12
2018,PA,Masculino,60 anos ou mais,2.0,2.0,1.99,2.0,85
2018,PA,Feminino,Outras idades / Não mapeado,1.98,2.0,1.98,2.0,42
2018,PA,Feminino,45 a 59 anos,2.0,2.0,2.0,2.0,87
2018,PA,Feminino,Outras idades / Não mapeado,1.97,2.0,2.0,1.97,36
2018,PA,Masculino,Outras idades / Não mapeado,1.99,2.0,2.0,1.99,70
2018,PA,Masculino,Outras idades / Não mapeado,1.9,2.0,2.0,2.0,21
2018,PA,Masculino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,72
2018,PA,Masculino,Outras idades / Não mapeado,1.75,2.0,2.0,2.0,12
2018,PI,Masculino,45 a 59 anos,1.99,2.0,2.0,2.0,236
2018,PI,Masculino,Outras idades / Não mapeado,1.94,2.0,2.0,1.98,51
2018,PI,Masculino,Outras idades / Não mapeado,1.99,2.0,1.98,2.0,173
2018,PI,Masculino,Outras idades / Não mapeado,1.97,1.99,1.98,1.98,123
2018,PI,Feminino,15 a 29 anos,1.98,2.0,2.0,2.0,146
2018,PI,Masculino,Outras idades / Não mapeado,1.96,1.99,1.99,1.95,115
2018,PI,Feminino,Outras idades / Não mapeado,1.98,1.99,1.99,1.99,182
2018,PI,Feminino,Outras idades / Não mapeado,1.97,1.98,1.99,1.99,152
2018,PB,Feminino,Outras idades / Não mapeado,1.9,2.0,2.0,1.96,192
2018,PB,Masculino,Outras idades / Não mapeado,1.99,2.0,1.99,1.96,269
2018,PB,Masculino,Outras idades / Não mapeado,1.98,2.0,2.0,1.96,179
2018,PB,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,267
2018,PB,Feminino,Outras idades / Não mapeado,1.99,1.98,1.99,1.99,342
2018,PB,Feminino,30 a 44 anos,1.99,2.0,2.0,2.0,277
2018,PB,Feminino,Outras idades / Não mapeado,1.91,1.99,2.0,1.97,117
2018,PB,Masculino,Outras idades / Não mapeado,1.9,1.99,2.0,1.97,77
2018,PB,Feminino,Outras idades / Não mapeado,1.93,2.0,2.0,1.97,113
2018,PE,Masculino,0 a 14 anos,1.99,2.0,2.0,2.0,255
2018,PE,Feminino,Outras idades / Não mapeado,2.0,1.99,1.99,1.98,251
2018,PE,Feminino,Outras idades / Não mapeado,1.98,1.99,1.98,1.99,184
2018,PE,Masculino,Outras idades / Não mapeado,2.0,1.99,1.99,1.99,269
2018,PE,Feminino,45 a 59 anos,1.99,2.0,2.0,2.0,378
2018,PE,Feminino,60 anos ou mais,1.99,1.98,1.99,2.0,321
2018,PE,Masculino,60 anos ou mais,1.99,2.0,2.0,2.0,289
2018,PE,Feminino,Outras idades / Não mapeado,1.93,2.0,2.0,1.99,121
2018,PE,Masculino,Outras idades / Não mapeado,1.98,1.99,2.0,1.98,257
2018,PE,Masculino,Outras idades / Não mapeado,1.97,2.0,2.0,1.99,67
2018,PE,Masculino,Outras idades / Não mapeado,1.93,2.0,1.99,1.98,99
2018,MT,Feminino,Outras idades / Não mapeado,1.99,2.0,1.99,1.97,373
2018,MT,Masculino,Outras idades / Não mapeado,1.99,2.0,1.98,1.99,352
2018,MT,Masculino,Outras idades / Não mapeado,1.9,2.0,2.0,1.96,113
2018,MT,Feminino,15 a 29 anos,1.99,2.0,2.0,2.0,333
2018,MT,Feminino,Outras idades / Não mapeado,1.99,1.99,1.98,1.97,389
2018,MT,Masculino,Outras idades / Não mapeado,1.98,1.99,1.98,1.96,272
2018,MT,Masculino,45 a 59 anos,2.0,2.0,2.0,2.0,457
2018,MT,Masculino,Outras idades / Não mapeado,1.99,2.0,1.99,1.94,319
2018,RO,Masculino,Outras idades / Não mapeado,1.97,1.99,2.0,1.93,180
2018,RO,Feminino,30 a 44 anos,1.99,2.0,2.0,2.0,209
2018,RO,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,1.98,288
2018,RO,Feminino,Outras idades / Não mapeado,1.93,2.0,2.0,1.97,113
2018,RO,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,253
2018,RO,Masculino,Outras idades / Não mapeado,1.98,2.0,1.99,1.94,248
2018,RO,Feminino,Outras idades / Não mapeado,1.97,2.0,2.0,2.0,70
2018,RO,Feminino,Outras idades / Não mapeado,1.93,2.0,2.0,2.0,45
2018,RO,Masculino,Outras idades / Não mapeado,1.96,2.0,2.0,1.96,57
2018,RR,Masculino,15 a 29 anos,2.0,2.0,2.0,1.99,197
2018,RR,Feminino,Outras idades / Não mapeado,1.94,1.94,2.0,1.94,72
2018,RR,Masculino,30 a 44 anos,1.99,2.0,2.0,2.0,168
2018,RR,Feminino,Outras idades / Não mapeado,1.99,1.97,1.98,2.0,175
2018,RR,Feminino,Outras idades / Não mapeado,1.98,1.88,2.0,1.97,138
2018,RR,Masculino,Outras idades / Não mapeado,1.98,1.99,1.98,1.96,186
2018,RN,Feminino,Outras idades / Não mapeado,1.97,1.99,2.0,1.99,310
2018,RN,Masculino,Outras idades / Não mapeado,2.0,1.99,2.0,1.95,210
2018,RN,Masculino,Outras idades / Não mapeado,1.98,2.0,1.98,2.0,259
2018,RN,Feminino,15 a 29 anos,2.0,2.0,2.0,2.0,229
2018,RN,Feminino,Outras idades / Não mapeado,1.97,1.99,2.0,1.97,225
2018,RN,Masculino,45 a 59 anos,1.99,2.0,2.0,2.0,374
2018,RN,Masculino,Outras idades / Não mapeado,1.98,1.99,1.99,1.96,161
2018,RN,Masculino,Outras idades / Não mapeado,1.96,2.0,2.0,1.95,104
2018,RJ,Masculino,30 a 44 anos,2.0,2.0,2.0,2.0,235
2018,RJ,Masculino,Outras idades / Não mapeado,1.99,2.0,1.99,1.98,357
2018,RJ,Masculino,15 a 29 anos,1.99,2.0,2.0,2.0,268
2018,RJ,Feminino,Outras idades / Não mapeado,1.99,1.99,2.0,1.97,382
2018,RJ,Feminino,Outras idades / Não mapeado,2.0,2.0,1.99,1.99,336
2018,RJ,Feminino,Outras idades / Não mapeado,1.99,2.0,2.0,1.98,339
2018,PR,Masculino,60 anos ou mais,1.99,2.0,1.99,2.0,364
2018,PR,Feminino,Outras idades / Não mapeado,1.99,2.0,2.0,1.91,141
2018,PR,Feminino,45 a 59 anos,2.0,2.0,2.0,2.0,330
2018,PR,Masculino,Outras idades / Não mapeado,2.0,2.0,1.99,1.99,294
2018,PR,Feminino,60 anos ou mais,2.0,2.0,1.99,1.99,329
2018,PR,Masculino,Outras idades / Não mapeado,2.0,2.0,1.99,1.98,312
2018,PR,Masculino,0 a 14 anos,2.0,2.0,2.0,2.0,249
2018,PR,Feminino,Outras idades / Não mapeado,1.99,2.0,2.0,1.95,259
2018,PR,Feminino,Outras idades / Não mapeado,1.99,2.0,1.99,1.97,332
2018,PR,Masculino,Outras idades / Não mapeado,2.0,1.99,2.0,1.87,142
2018,PR,Masculino,Outras idades / Não mapeado,2.0,2.0,2.0,1.87,75
2020,RO,Feminino,Outras idades / Não mapeado,1.99,1.82,2.0,1.99,212
2020,RO,Feminino,0 a 14 anos,1.99,2.0,2.0,2.0,185
2020,RO,Feminino,Outras idades / Não mapeado,1.96,1.99,2.0,1.97,108
2020,RO,Masculino,Outras idades / Não mapeado,1.98,1.92,2.0,1.97,128
2020,RO,Feminino,30 a 44 anos,1.99,1.99,2.0,2.0,165
2020,RO,Masculino,Outras idades / Não mapeado,1.98,1.85,1.98,1.96,191
2020,RO,Masculino,Outras idades / Não mapeado,1.96,1.98,2.0,1.95,55
2020,RO,Feminino,Outras idades / Não mapeado,1.96,2.0,2.0,2.0,56
2020,RO,Feminino,Outras idades / Não mapeado,1.93,2.0,2.0,1.98,45
2020,RR,Masculino,30 a 44 anos,1.99,2.0,2.0,2.0,164
2020,RR,Masculino,Outras idades / Não mapeado,2.0,1.91,1.99,2.0,160
2020,RR,Masculino,15 a 29 anos,1.99,2.0,2.0,2.0,241
2020,RR,Feminino,Outras idades / Não mapeado,2.0,1.74,2.0,2.0,210
2020,RR,Feminino,Outras idades / Não mapeado,1.99,1.88,2.0,1.95,73
2020,RR,Feminino,Outras idades / Não mapeado,2.0,1.84,1.99,1.99,118
2020,TO,Masculino,30 a 44 anos,2.0,2.0,2.0,2.0,149
2020,TO,Feminino,Outras idades / Não mapeado,1.99,1.74,1.99,2.0,153
2020,TO,Feminino,Outras idades / Não mapeado,1.99,1.9,2.0,1.98,109
2020,TO,Masculino,15 a 29 anos,2.0,2.0,2.0,1.99,174
2020,TO,Feminino,Outras idades / Não mapeado,1.97,1.78,2.0,1.97,153
2020,TO,Masculino,Outras idades / Não mapeado,1.99,1.86,1.98,1.99,168
2020,RN,Masculino,Outras idades / Não mapeado,1.99,1.79,2.0,2.0,71
2020,RN,Feminino,15 a 29 anos,2.0,2.0,2.0,2.0,102
2020,RN,Feminino,Outras idades / Não mapeado,1.97,1.69,1.99,2.0,110
2020,RN,Feminino,Outras idades / Não mapeado,1.96,1.73,2.0,2.0,121
2020,RN,Masculino,45 a 59 anos,1.99,1.97,2.0,2.0,130
2020,RN,Masculino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,32
2020,RN,Masculino,Outras idades / Não mapeado,1.99,1.83,1.99,2.0,96
2020,RN,Masculino,Outras idades / Não mapeado,1.95,1.84,1.99,1.98,82
2020,SE,Feminino,30 a 44 anos,1.99,1.99,2.0,2.0,185
2020,SE,Masculino,Outras idades / Não mapeado,1.94,1.84,2.0,1.98,187
2020,SE,Feminino,Outras idades / Não mapeado,1.95,2.0,2.0,1.98,57
2020,SE,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,201
2020,SE,Feminino,Outras idades / Não mapeado,1.98,1.73,1.99,2.0,264
2020,SE,Feminino,Outras idades / Não mapeado,1.97,1.99,2.0,2.0,93
2020,SE,Masculino,Outras idades / Não mapeado,1.95,2.0,2.0,1.93,40
2020,SE,Feminino,Outras idades / Não mapeado,1.97,2.0,2.0,1.96,69
2020,SE,Masculino,Outras idades / Não mapeado,1.97,1.91,2.0,1.95,100
2020,RJ,Feminino,Outras idades / Não mapeado,2.0,1.91,2.0,2.0,11
2020,RJ,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,8
2020,RJ,Masculino,Outras idades / Não mapeado,2.0,1.75,2.0,2.0,12
2020,RJ,Masculino,30 a 44 anos,2.0,2.0,2.0,2.0,9
2020,RJ,Masculino,15 a 29 anos,2.0,2.0,2.0,2.0,7
2020,RJ,Feminino,Outras idades / Não mapeado,2.0,1.75,2.0,2.0,8
2020,SP,Masculino,Outras idades / Não mapeado,1.94,1.99,2.0,1.94,157
2020,SP,Masculino,45 a 59 anos,2.0,1.96,2.0,2.0,377
2020,SP,Feminino,Outras idades / Não mapeado,2.0,1.85,1.99,1.99,376
2020,SP,Masculino,Outras idades / Não mapeado,1.99,1.93,1.99,1.95,316
2020,SP,Masculino,Outras idades / Não mapeado,2.0,1.93,1.99,1.98,323
2020,SP,Feminino,15 a 29 anos,2.0,2.0,2.0,2.0,291
2020,SP,Masculino,Outras idades / Não mapeado,1.99,1.93,1.99,2.0,304
2020,SP,Feminino,Outras idades / Não mapeado,1.99,1.88,1.99,1.99,393
2020,PR,Feminino,45 a 59 anos,2.0,1.98,2.0,2.0,318
2020,PR,Masculino,Outras idades / Não mapeado,1.99,1.94,1.99,1.97,301
2020,PR,Feminino,Outras idades / Não mapeado,1.99,1.9,1.98,1.98,310
2020,PR,Feminino,60 anos ou mais,2.0,1.85,1.99,2.0,258
2020,PR,Masculino,Outras idades / Não mapeado,1.99,1.93,1.99,1.98,287
2020,PR,Feminino,Outras idades / Não mapeado,1.96,1.99,2.0,1.97,165
2020,PR,Masculino,Outras idades / Não mapeado,1.97,2.0,2.0,1.96,93
2020,PR,Masculino,Outras idades / Não mapeado,1.95,1.97,2.0,1.93,176
2020,PR,Feminino,Outras idades / Não mapeado,1.98,1.89,1.99,1.98,323
2020,PR,Masculino,60 anos ou mais,1.99,1.93,1.98,2.0,323
2020,PR,Masculino,0 a 14 anos,2.0,2.0,2.0,2.0,230
2020,SC,Masculino,30 a 44 anos,2.0,2.0,2.0,2.0,2
2020,SC,Feminino,Outras idades / Não mapeado,2.0,1.83,2.0,2.0,6
2020,SC,Feminino,Outras idades / Não mapeado,2.0,1.86,2.0,2.0,7
2020,SC,Masculino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,2
2020,SC,Masculino,15 a 29 anos,2.0,2.0,2.0,2.0,5
2020,SC,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,2.0,3
2020,RS,Feminino,30 a 44 anos,2.0,2.0,2.0,2.0,9
2020,RS,Feminino,0 a 14 anos,2.0,2.0,2.0,2.0,8
2020,RS,Feminino,Outras idades / Não mapeado,2.0,2.0,2.0,1.9,10
